2.90059E+11,MO-115912-6961115912,2900586,MO-115912,KG,8,ST LOUIS LANG IMMERSION SCHOOL,ST LOUIS LANG IMMERSION SCHOOL,St. Louis city,4011 PAPIN ST,ST LOUIS,MO,63110,1371,(314)533-0975,11,City: Large,Yes,No,Yes,Yes,400,28.2,14.2,257,28
2.92928E+11,MO-115115-6340115115,2929280,MO-115115,KG,12,ST. LOUIS CHILDREN'S HOSPITAL,ST. LOUIS CITY,St. Louis city,400 S KINGSHIGHWAY BLVD,ST LOUIS,MO,63110,1014,(314)454-2470,11,City: Large,No,No,Yes,Yes,18,1,18,15,0
2.9006E+11,MO-115920-1910115920,2900600,MO-115920,9,11,St. Louis College Prep High,ST. LOUIS COLLEGE PREP,St. Louis city,1224 Grattan,ST. LOUIS,MO,63104,2922,(314)561-3440,11,City: Large,Yes,No,Yes,Yes,76,8,9.5,73,0
2.9006E+11,MO-115920-3925115920,2900600,MO-115920,6,8,St. Louis College Prep Middle,ST. LOUIS COLLEGE PREP,St. Louis city,1224 Grattan,ST. LOUIS,MO,63104,2922,(314)561-3440,11,City: Large,Yes,No,Yes,Yes,192,16.63,11.5,189,0
2.92928E+11,MO-115115-5930115115,2929280,MO-115115,PK,2,STIX EARLY CHILDHOOD CTR.,ST. LOUIS CITY,St. Louis city,647 TOWER GROVE AVE,ST LOUIS,MO,63110,1637,(314)533-0874,11,City: Large,No,Yes,Yes,Yes,504,34.6,14.6,504,0
2.92928E+11,MO-115115-1800115115,2929280,MO-115115,9,12,SUMNER HIGH,ST. LOUIS CITY,St. Louis city,4248 COTTAGE AVE,ST LOUIS,MO,63113,2545,(314)371-1048,11,City: Large,No,Yes,Yes,Yes,356,29.3,12.2,356,0
2.90061E+11,MO-115926-6905115926,2900609,MO-115926,KG,3,THE BIOME,THE BIOME,St. Louis city,4471 OLIVE STREET,ST. LOUIS,MO,63108,1807,(314)531-0982,11,City: Large,Yes,No,Yes,Yes,61,4,15.3,28,5
2.92928E+11,MO-115115-1540115115,2929280,MO-115115,9,12,TRANSPORTATION AND LAW,ST. LOUIS CITY,St. Louis city,5140 RIVERVIEW BLVD,ST LOUIS,MO,63120,1908,(314)385-4774,11,City: Large,No,No,Yes,Yes,370,27.98,13.2,370,0
2.92928E+11,MO-115115-1830115115,2929280,MO-115115,9,12,VASHON HIGH,ST. LOUIS CITY,St. Louis city,3035 CASS AVE,ST LOUIS,MO,63106,1533,(314)533-9487,11,City: Large,No,No,Yes,Yes,616,39.2,15.7,616,0
2.92928E+11,MO-115115-9990115115,2929280,MO-115115,KG,12,VICC,ST. LOUIS CITY,St. Louis city,801 N 11TH ST,ST LOUIS,MO,63101,1401,(314)345-4452,11,City: Large,No,No,†,†,0,–,†,†,†
2.92928E+11,MO-115115-9995115115,2929280,MO-115115,10,12,VO. TECH. TUITION,ST. LOUIS CITY,St. Louis city,801 N 11TH ST,ST LOUIS,MO,63101,1401,(314)345-4452,11,City: Large,No,No,†,†,0,–,†,†,†
2.92928E+11,MO-115115-5960115115,2929280,MO-115115,PK,6,WALBRIDGE ELEM. COMMUNITY ED.,ST. LOUIS CITY,St. Louis city,5000 DAVISON AVE,ST LOUIS,MO,63120,2319,(314)383-1829,11,City: Large,No,No,Yes,Yes,226,15,15.1,226,0
2.92928E+11,MO-115115-6010115115,2929280,MO-115115,PK,5,WASHINGTON MONTESSORI,ST. LOUIS CITY,St. Louis city,1130 N EUCLID AVE,ST LOUIS,MO,63113,2010,(314)361-0432,11,City: Large,No,Yes,Yes,Yes,405,21.5,18.8,405,0
2.92928E+11,MO-115115-6030115115,2929280,MO-115115,PK,2,WILKINSON EARLY CHILDHOOD CTR.,ST. LOUIS CITY,St. Louis city,1921 PRATHER AVE,ST LOUIS,MO,63139,3404,(314)645-1202,11,City: Large,No,Yes,Yes,Yes,241,18.4,13.1,241,0
2.92928E+11,MO-115115-5970115115,2929280,MO-115115,PK,5,WOERNER ELEM.,ST. LOUIS CITY,St. Louis city,6131 LEONA ST,ST LOUIS,MO,63116,2922,(314)481-8585,11,City: Large,No,No,Yes,Yes,404,28.2,14.3,404,0
2.92928E+11,MO-115115-6120115115,2929280,MO-115115,PK,5,WOODWARD ELEM.,ST. LOUIS CITY,St. Louis city,725 BELLERIVE BLVD,ST LOUIS,MO,63111,2130,(314)353-1346,11,City: Large,No,No,Yes,Yes,319,26,12.3,319,0
2.92928E+11,MO-115115-2080115115,2929280,MO-115115,6,8,YEATMAN-LIDDELL MIDDLE SCHOOL,ST. LOUIS CITY,St. Louis city,4265 ATHLONE AVE,ST LOUIS,MO,63115,3008,(314)261-8132,11,City: Large,No,No,Yes,Yes,350,24,14.6,350,0
